,弹幕
1,你会发现以后会更加辛苦
2,看成“迪迦告诉你”...
3,里面的线不用拆吗？
4,肚皮有八层
5,双击暂停(
6,不值得你怎么来到这个世界？
7,很恐怖
8,宝宝他爹是心里美吧？
9,腿都软了
10,不值得
11,？？？？？
12,双什么我没听错吧
13,这么缝？
14,双什么？
15,不值得
16,不知道
17,虽然？？？？
18,不值得完全不喜欢小孩
19,？
20,不值得
21,你妈生你们值不值得?
22,女拳大小姐驾到，通通闪开。
23,询问有没有和我一样看成“迪迦告诉你”的
24,那就借你吉言了
25,我已经不想生了谢谢你
26,痛痛痛
27,痛痛痛！！
28,萝卜？
29,好温柔
30,还能这样子练习啊，学费啦
31,已经开始痛了
32,是不值得的，你们tm的都是炸总吗？
33,''亿 些 拉 扯''
34,不值得别要孩子不生就是了
35,为什么我看了之后毛骨悚然，不想生孩子了，不想结婚了，不想要男朋友了，不想要老公了，怎么回事 
36,暂停了，有人教我接下来怎么做吗
37,不值得你活个屁。你妈是不是不值得生你。
38,魔鬼
39,孩子是女孩子生的，男人在这喷什么
40,不值得就他吗别生，在这儿叫什么
41,可拉倒吧
42,说不值得的祝您断子绝孙哦
43,好吓人
44,双什么
45,死啦死啦滴不值得不值得
46,释迦小姐姐究竟遭遇了什么？居然生了个萝卜
47,我的天
48,卧槽
49,woc好大
50,我一个大老爷们都觉得痛。
51,我也看成了迪迦…
52,隔壁老萝卜
53,不值得
54,疼
55,释迦果吗？
56,ouo
57,不值得
58,一点也不值得
59,一点都不值得
60,值得个屁
61,释迦牟尼佛国
62,不值不值
63,被洗脑
64,不值得 00后恐婚恐婚更严重了
65,谢谢，已经害怕了
66,塞回去
67,我。，，
68,好家伙，这么多不值得，亏你妈把你生出来
69,卧槽
70,哇，声音要怀孕了。
71,啊啊啊啊啊啊啊啊
72,不了 谢谢
73,暂停成功
74,我暂停了
75,您好，不值得
76,不值得
77,你是魔鬼吗
78,害怕
79,吓死爷了，整个肚皮都要拿下来吗
80,不值得
81,不值得
82,不值得
83,不值得
84,双什么？
85,啊疼
86,感谢敬爱的母亲
87,双什么东西
88,谢谢妈妈
89,好可怕
90,把水果玩得跟静寂岭特产似的
91,但是等他(她)长大了你会发现:老娘当初瞎了眼才觉得这玩意儿值得
92,生了个萝卜
93,双什么？
94,生了个甜菜？
95,说不值得的 先给你母亲道个歉吧
96,这是萝卜吧？绿了绿了
97,我去，巨大儿啊
